epoch,train_loss,val_loss,sav_version
0,0.8459797370656629,0.8355710258086523,1
1,0.815795555989319,0.7816617041826248,2
2,0.7661367770388862,0.7594352376957735,3
3,0.7566602647861588,0.7552481231590112,4
4,0.7536309723542115,0.7537844528754553,5
5,0.749554509175158,0.7479134549697241,6
6,0.748553958033847,0.7459797598421574,7
7,0.7478135977392999,0.7517605486015478,7
8,0.7445222008451123,0.7433195461829504,8
9,0.7442911632150133,0.7428391873836517,9
10,0.7420430182018013,0.73844775557518,10
11,0.7417733796010507,0.7396823850770792,10
12,0.7380057715366934,0.7407157594958941,10
13,0.7382708060964246,0.7399598682920138,10
14,0.738191529412136,0.7316878686348597,11
15,0.7355164015126006,0.7328157350420952,11
16,0.7364130302845875,0.7317852067450682,11
17,0.7346438571949986,0.7338490386803945,11
18,0.7335278102170641,0.7327908848722776,11
19,0.7319389581680298,0.7317631716529528,11
20,0.7313651704342565,0.7319669326146444,11
21,0.7302048560057846,0.7292083005110422,12
22,0.7297718548607603,0.7296107535560926,12
23,0.7292406928037929,0.735398069024086,12
24,0.7279207096478649,0.7275966542462508,13
25,0.7276611142904958,0.725303154438734,14
26,0.7265836953002716,0.7269220252831777,14
27,0.7238561190734399,0.7279630117118359,14
28,0.7200004181293683,0.7160828759272894,15
29,0.716871528146423,0.7157505787909031,16
30,0.71390326669283,0.7099514789879322,17
31,0.7118623411265489,0.7201350666582584,17
32,0.7114057609132517,0.7105670856932799,17
33,0.709957469289548,0.7091184581319491,18
34,0.7078742663436961,0.7118815978368124,18
35,0.7077200735840842,0.7090158897141615,19
36,0.7066373868244831,0.7056989011665186,20
37,0.7052714645027001,0.7006376273930073,21
38,0.7039902733865185,0.7051277346909046,21
39,0.7030356628036944,0.7019194600482782,21
40,0.7029625851417256,0.7081637258330981,21
41,0.7022284699656139,0.7017811896900336,21
42,0.7014956291869422,0.6987472549080849,22
43,0.7003412360899917,0.6990353999038538,22
44,0.7005488577290117,0.7009526826441288,22
45,0.6994372508793234,0.7010277844965458,22
46,0.7001136544151841,0.7007230793436369,22
47,0.6965781716264297,0.6965300080676874,23
48,0.6971528357434496,0.6972954397400221,23
49,0.6962180024831095,0.6951184347271919,24
50,0.6953598742730149,0.6935060682396094,25
